#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-11-21T04:58:33 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:   question@simbad.u-strasbg.fr
#
#
#Coosys J2000:  eq_FK5 J2000
#INFO   votable-version=1.91 (20-Jun-2012)  
#INFO   -ref=VIZ50ac5f124423    
#INFO   -out.max=unlimited  
#INFO   queryParameters=27  
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=ID
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=RV11
#-out=RV13
#-out=Teff
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table  J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column NGC (I4)    NGC number  [ucd=meta.id.parent]
#Column ID  (I7)    Star ID [ucd=meta.id;meta.main]
#Column Bmag    (F6.3)  Johnson B magnitude [ucd=phot.mag;em.opt.B]
#Column Vmag    (F6.3)  Johnson V magnitude [ucd=phot.mag;em.opt.V]
#Column Icmag   (F6.3)  ? Cousins I magnitude   [ucd=phot.mag;em.opt.I]
#Column Kmag    (F6.3)  ? 2MASS K magnitude [ucd=phot.mag;em.IR.K]
#Column RV11    (F7.2)  ? RV in grating HR11    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column RV13    (F7.2)  ? RV in grating HR13    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column Teff    (I4)    Effective temperature   [ucd=phys.temperature.effective]
#Column [FeI/H] (F6.3)  ? [FeI/H] abundance [ucd=phys.abund]
#Column e_[FeI/H]   (F6.3)  ? rms uncertainty on [FeI/H]    [ucd=stat.error;phys.abund]
#Column [O/Fe]  (F6.3)  ? [O/Fe] abundance  [ucd=phys.abund]
#Column e_[O/Fe]    (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column l_[Na/Fe]   (A1)    Limit flag on [Na/Fe]   [ucd=meta.code.error;phys.abund]
#Column [Na/Fe] (F6.3)  ? [Na/Fe] abundance [ucd=phys.abund]
#Column e_[Na/Fe]   (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column RAJ2000 (A12)   Right ascension (J2000.0)   [ucd=pos.eq.ra;meta.main]
#Column DEJ2000 (A12)   Declination (J2000.0)   [ucd=pos.eq.dec;meta.main]
NGC;ID;Bmag;Vmag;Icmag;Kmag;RV11;RV13;Teff;[FeI/H];e_[FeI/H];[O/Fe];e_[O/Fe];l_[Na/Fe];[Na/Fe];e_[Na/Fe];RAJ2000;DEJ2000
 104;  35454;15.193;14.226;      ;11.739;       ; -11.54;4677;-0.747; 0.123; 0.141; 9.999; ; 0.264; 0.071;00 23 50.343;-72 01 52.09
 104;  35878;14.492;13.437;      ;10.693; -19.46; -19.96;4434;-0.757; 0.158; 0.004; 9.999; ; 0.596; 0.046;00 25 05.410;-72 01 43.27
 104;  36828;13.963;12.702;      ; 9.390;       ; -26.26;4164;-0.740; 0.091; 0.334; 0.022; ; 0.491; 0.024;00 24 31.395;-72 01 25.34
 104;  37009;15.480;14.548;      ;12.059; -22.47;       ;4760;-0.701; 0.083;      ; 9.999; ; 0.540; 0.114;00 24 19.486;-72 01 22.32
 104;  37036;14.887;13.883;      ;11.274; -17.00; -17.35;4579;-0.706; 0.153; 0.264; 9.999; ; 0.513; 0.153;00 25 28.658;-72 01 20.01
 104;  37233;15.396;14.490;      ;12.091; -17.53; -17.89;4746;-0.764; 0.114; 0.173; 9.999; ; 0.523; 0.093;00 25 06.251;-72 01 16.88
 104;  38289;15.160;14.205;      ;11.619; -25.11; -25.39;4672;-0.727; 0.095; 0.302; 9.999; ; 0.197; 0.024;00 24 53.854;-72 00 55.10
 104;  38976;14.576;13.492;      ;10.685; -26.52;       ;4453;-0.709; 0.171;      ; 9.999; ; 0.335; 0.041;00 25 28.584;-72 00 39.39
 104;  39101;14.444;13.369;      ;10.504; -31.09; -31.09;4410;-0.754; 0.168; 0.000; 9.999; ; 0.550; 0.010;00 24 17.213;-72 00 37.68
 104;  39836;15.328;14.417;      ;11.994; -19.42;       ;4727;-0.756; 0.183;      ; 9.999; ; 0.193; 0.002;00 24 39.918;-72 00 19.64
 104;  40001;15.480;14.563;      ;12.128; -24.41;       ;4763;-0.714; 0.139;      ; 9.999; ; 0.433; 0.023;00 24 17.545;-72 00 15.82
 104;  40718;15.475;14.564;      ;12.115;       ; -16.00;4764;-0.695; 0.078; 0.309; 9.999; ; 0.370; 0.028;00 24 02.727;-71 59 57.23
 104;  41654;13.852;12.585;      ; 9.255; -26.85;       ;4119;-0.767; 0.138;      ; 9.999; ; 0.697; 0.120;00 24 17.609;-71 59 30.97
 104;  42243;15.508;14.588;      ;12.126;       ; -11.68;4769;-0.708; 0.139; 0.144; 9.999; ; 0.632; 0.101;00 25 12.889;-71 59 12.59
 104;  42321;15.436;14.521;      ;12.105;  -8.14;       ;4753;-0.758; 0.167;      ; 9.999; ; 0.238; 0.017;00 25 13.826;-71 59 10.34
 104;  42866;14.270;13.161;      ;10.220; -25.98; -26.34;4336;-0.693; 0.154;-0.220; 9.999; ; 0.672; 0.061;00 24 26.960;-71 58 53.20
 104;  43632;14.563;13.517;      ;10.709;  -6.69;  -7.12;4461;-0.737; 0.190; 0.050; 0.071; ; 0.517; 0.056;00 24 08.223;-71 58 26.75
 104;  43852;14.391;13.295;      ;10.384; -17.60; -18.02;4384;-0.736; 0.129;-0.068; 9.999; ; 0.705; 0.148;00 24 41.005;-71 58 18.76
 104;  43889;14.280;13.163;      ;10.196; -25.68; -25.73;4337;-0.738; 0.134; 0.047; 9.999; ; 0.633; 0.174;00 24 02.799;-71 58 17.80
 104; 112186;14.629;13.586;      ;10.895;       ; -11.99;4484;-0.718; 0.132; 0.800; 0.031; ; 0.690; 0.009;00 23 18.216;-72 07 46.53
 288; 100007;16.005;15.075;      ;12.768; -44.71;       ;4763;-1.253; 0.130;      ; 9.999; ; 0.048; 0.035;00 53 14.919;-26 33 52.20
 288; 100010;16.188;15.291;      ;12.992; -44.99;       ;4822;-1.241; 0.190;      ; 9.999; ; 0.575; 0.019;00 53 11.105;-26 33 58.70
 288; 100014;16.519;15.650;      ;13.412; -45.05; -45.52;4920;-1.144; 0.171;-0.125; 9.999; ; 0.574; 0.226;00 53 10.199;-26 34 53.52
 288; 100022;17.203;16.411;      ;14.398; -44.58;       ;5128;-1.273; 0.150;      ; 9.999; ;-0.057; 0.093;00 53 26.568;-26 32 42.13
 288; 200001;15.213;11.380;      ; 8.589; -42.48; -40.06;3754;-1.185; 0.161;-0.004; 0.186; ; 0.169; 0.061;00 52 41.114;-26 33 26.75
 288; 200002;14.400;12.609;      ; 9.337;       ; -48.03;4090;-1.258; 0.128; 0.572; 0.004; ; 0.179; 0.081;00 52 46.244;-26 37 25.66
 288; 200004;14.429;12.910;      ; 9.770; -49.14;       ;4172;-1.238; 0.098;      ; 9.999; ; 0.756; 0.055;00 52 43.287;-26 36 56.81
 288; 200005;14.512;13.110;      ;10.011; -41.65; -41.82;4226;-1.256; 0.173; 0.536; 9.999; ; 0.106; 0.182;00 52 58.441;-26 36 05.87
 288; 200008;14.729;13.477;      ;10.553; -46.88; -47.24;4327;-1.236; 0.146;-0.047; 0.093; ; 0.737; 0.095;00 52 52.501;-26 36 03.76
 288; 200009;14.774;13.509;      ;10.622; -42.45;       ;4335;-1.207; 0.136;      ; 9.999; ; 0.502; 0.085;00 52 46.254;-26 35 49.04
 288; 200014;14.996;13.864;      ;11.095; -47.47; -48.11;4432;-1.213; 0.111; 0.302; 0.027; ; 0.247; 0.067;00 52 50.128;-26 34 14.40
 288; 200015;15.013;13.864;      ;11.104;       ; -42.48;4432;-1.335; 0.210;-0.171; 9.999;<; 0.571; 0.074;00 52 45.191;-26 34 57.92
 288; 200016;14.989;13.883;      ;11.125;       ; -44.65;4438;-1.317; 0.122; 0.047; 9.999; ; 0.564; 0.059;00 52 42.520;-26 35 12.42
 288; 200017;15.051;13.887;      ;11.086; -44.81; -44.77;4439;-1.183; 0.166; 0.377; 0.309; ; 0.191; 0.070;00 52 39.979;-26 33 49.56
 288; 200020;15.070;13.952;      ;11.229; -41.47;       ;4456;-1.248; 0.162;      ; 9.999; ; 0.226; 0.015;00 53 00.809;-26 36 43.71
 288; 200021;15.136;14.030;      ;11.347;       ; -44.05;4478;-1.305; 0.164; 0.382; 0.182; ; 0.123; 9.999;00 52 56.916;-26 34 50.81
 288; 200023;15.155;14.065;      ;11.365;       ; -50.29;4487;-1.266; 0.129; 0.128; 0.129; ; 0.521; 0.068;00 52 52.603;-26 35 26.69
 288; 200028;15.276;14.190;      ;11.558;       ; -39.94;4522;-1.190; 0.111;-0.352; 9.999;<; 0.738; 0.022;00 52 52.955;-26 33 42.42
 288; 200030;15.293;14.239;      ;11.587; -44.12; -44.33;4535;-1.194; 0.126; 0.147; 9.999; ; 0.087; 0.187;00 52 49.807;-26 36 55.59
 288; 200036;15.457;14.461;      ;11.908;       ; -44.88;4596;-1.253; 0.129; 0.049; 9.999; ; 0.669; 0.060;00 52 49.767;-26 35 11.46
 288; 200048;15.676;14.722;      ;12.234; -39.93; -40.01;4667;-1.212; 0.170;-0.355; 9.999; ; 0.586; 0.108;00 52 31.493;-26 36 01.47
 288; 200049;15.695;14.720;      ;12.113; -42.17;       ;4666;-1.194; 0.131;      ; 9.999; ; 0.717; 0.033;00 52 46.214;-26 35 14.78
 288; 200050;15.782;14.822;      ;12.305;       ; -44.16;4694;-1.205; 0.114; 0.363; 9.999; ; 0.033; 9.999;00 52 40.540;-26 38 15.95
 288; 200052;15.800;14.878;      ;12.393; -45.27; -45.28;4709;-1.219; 0.196; 0.031; 9.999;<; 0.093; 0.091;00 52 36.096;-26 37 06.07
 288; 200053;15.837;14.876;      ;12.406; -43.01; -43.23;4709;-1.232; 0.153; 0.419; 0.045; ; 0.060; 0.030;00 52 35.395;-26 37 43.09
 288; 200057;15.842;14.908;      ;12.424; -42.70;       ;4718;-1.232; 0.163;      ; 9.999; ;-0.005; 0.076;00 52 37.956;-26 36 06.05
 288; 200059;15.907;14.977;      ;12.540; -43.89;       ;4737;-1.225; 0.134;      ; 9.999; ; 0.001; 0.031;00 52 52.926;-26 37 57.88
 288; 200060;15.859;14.993;      ;12.542;       ; -44.94;4741;-1.197; 0.147; 0.184; 9.999; ; 0.039; 9.999;00 52 37.619;-26 34 10.24
 288; 200061;15.905;14.983;      ;12.670;       ; -46.94;4738;-1.226; 0.114; 0.104; 9.999;<; 0.396; 0.015;00 52 58.474;-26 30 55.41
 288; 200063;15.919;15.009;      ;12.596; -46.93; -47.18;4745;-1.207; 0.130;      ; 9.999; ; 0.485; 0.177;00 52 49.098;-26 40 06.95
 288; 200064;15.895;15.029;      ;12.627; -47.46; -47.62;4751;-1.180; 0.130; 0.066; 9.999;<; 0.922; 0.158;00 52 50.878;-26 35 53.01
 288; 200070;16.036;15.133;      ;12.839; -44.57; -44.82;4779;-1.296; 0.135;-0.304; 9.999; ; 0.497; 0.033;00 52 40.560;-26 28 03.28
 288; 200072;16.031;15.149;      ;12.770; -41.98;       ;4784;-1.200; 0.143;      ; 9.999; ; 0.377; 0.078;00 53 05.694;-26 34 25.20
 288; 200074;16.065;15.159;      ;12.805; -42.79;       ;4786;-1.194; 0.130;      ; 9.999; ; 0.055; 0.014;00 52 44.923;-26 34 30.15
 288; 200075;16.080;15.185;      ;12.904; -45.49; -45.88;4793;-1.296; 0.118;-0.114; 9.999;<; 0.176; 0.105;00 52 46.553;-26 31 52.11
 288; 200076;16.059;15.192;      ;12.809; -44.14;       ;4795;-1.180; 0.156;      ; 9.999; ; 0.000; 0.070;00 52 43.744;-26 34 24.53
 288; 200078;16.167;15.285;      ;12.936; -47.01;       ;4821;-1.142; 0.068;      ; 9.999; ; 0.069; 0.014;00 52 34.112;-26 34 49.41
 288; 200087;16.209;15.340;      ;13.047; -47.73; -47.95;4836;-1.200; 0.150; 0.090; 9.999; ; 0.401; 0.082;00 52 34.787;-26 36 12.76
 288; 200091;16.229;15.379;      ;13.074; -46.23; -46.76;4846;-1.236; 0.215;-0.050; 9.999; ; 0.672; 0.095;00 52 40.330;-26 36 32.50
 288; 200092;16.259;15.388;      ;13.128; -49.13; -49.87;4849;-1.207; 0.161; 0.030; 9.999;<; 0.000; 0.152;00 52 47.025;-26 37 03.80
 288; 200095;16.291;15.405;      ;13.184; -47.43; -48.13;4853;-1.281; 0.174;-0.045; 9.999; ; 0.079; 0.114;00 52 38.114;-26 37 08.50
 288; 200097;16.295;15.413;      ;13.123; -42.99; -43.11;4856;-1.206; 0.111;-0.023; 9.999;<; 0.370; 0.093;00 52 39.742;-26 35 27.48
 288; 200103;16.305;15.447;      ;13.195; -42.36; -42.67;4865;-1.267; 0.111; 0.067; 9.999; ; 0.516; 0.121;00 52 52.396;-26 32 24.97
 288; 200106;16.312;15.459;      ;13.215; -42.72; -42.64;4868;-1.255; 0.152;-0.035; 9.999;<; 0.436; 0.093;00 52 55.735;-26 33 14.20
 288; 200107;16.341;15.466;      ;13.212; -47.97;       ;4870;-1.167; 0.132;      ; 9.999; ; 0.109; 0.041;00 52 33.412;-26 36 39.76
 288; 200109;16.341;15.483;      ;13.228; -41.35;       ;4875;-1.258; 0.051;      ; 9.999; ; 0.447; 0.055;00 52 57.596;-26 33 27.13
 288; 200110;16.345;15.487;      ;13.213; -39.28;       ;4876;-1.235; 0.131;      ; 9.999; ; 0.471; 0.064;00 52 54.392;-26 34 05.21
 288; 200111;16.364;15.486;      ;13.165;       ; -39.27;4876;-1.244; 0.136;-0.104; 9.999; ; 0.308; 9.999;00 52 41.459;-26 39 23.05
 288; 200114;16.367;15.501;      ;13.271; -45.95; -46.15;4880;-1.247; 0.102;-0.184; 9.999;<; 0.468; 0.066;00 52 51.318;-26 34 01.29
 288; 200115;16.360;15.504;      ;13.231; -46.94; -47.12;4881;-1.238; 0.215;      ; 9.999; ; 0.567; 0.100;00 52 40.417;-26 38 57.84
 288; 200117;16.355;15.531;      ;13.356; -42.41;       ;4888;-1.193; 0.208;      ; 9.999; ; 0.006; 0.002;00 52 48.881;-26 35 29.88
 288; 200119;16.403;15.540;      ;13.288; -45.22;       ;4890;-1.249; 0.123;      ; 9.999; ; 0.004; 0.073;00 52 37.745;-26 33 46.40
 288; 200122;16.388;15.552;      ;13.301;       ; -42.22;4894;-1.242; 0.145; 0.426; 9.999; ; 0.172; 9.999;00 52 47.253;-26 35 42.92
 288; 200123;16.376;15.561;      ;13.329; -46.06; -46.64;4896;-1.208; 0.180; 0.022; 9.999;<; 0.342; 0.037;00 53 04.412;-26 37 14.34
 288; 200126;16.409;15.559;      ;13.266; -45.37; -45.81;4896;-1.175; 0.112; 0.489; 9.999; ;-0.011; 0.047;00 52 56.203;-26 36 12.33
 288; 200133;16.458;15.619;      ;13.297; -45.57;       ;4912;-1.187; 0.140;      ; 9.999; ; 0.086; 0.031;00 52 43.889;-26 37 52.82
 288; 200134;16.471;15.620;      ;13.440; -45.34; -45.84;4912;-1.222; 0.126;      ; 9.999; ; 0.345; 0.127;00 52 45.836;-26 31 23.30
 288; 200135;16.436;15.631;      ;13.313; -41.97; -42.43;4915;-1.230; 0.103;-0.259; 9.999; ; 0.583; 0.116;00 53 00.552;-26 35 20.29
 288; 200138;16.498;15.664;      ;13.471; -41.07;       ;4924;-1.184; 0.092;      ; 9.999; ;-0.094; 0.019;00 52 57.344;-26 35 10.35
 288; 200141;16.546;15.731;      ;13.488; -43.63; -44.32;4943;-1.196; 0.143; 0.059; 9.999; ; 0.264; 0.159;00 52 48.363;-26 34 26.59
 288; 200143;16.558;15.741;      ;13.583; -39.79; -40.95;4945;-1.263; 0.117; 0.041; 9.999;<;-0.072; 0.136;00 53 06.424;-26 30 49.37
 288; 200145;16.574;15.746;      ;13.558;       ; -45.71;4947;-1.206; 0.134;      ; 9.999; ; 0.771; 0.009;00 52 49.841;-26 32 48.97
 288; 200146;16.613;15.787;      ;13.635; -43.82; -44.24;4958;-1.157; 0.109;-0.219; 9.999;<; 0.338; 0.249;00 52 41.886;-26 29 38.48
 288; 200147;16.619;15.789;      ;13.578;       ; -45.52;4958;-1.233; 0.120; 0.546; 9.999;<; 0.603; 0.061;00 52 47.635;-26 34 43.31
 288; 200153;16.652;15.810;      ;13.553;       ; -42.72;4964;-1.157; 0.093;      ; 9.999; ; 0.212; 9.999;00 52 41.025;-26 39 53.67
 288; 200154;16.664;15.825;      ;13.668; -46.69; -46.87;4968;-1.204; 0.112; 0.230; 9.999; ; 0.036; 0.250;00 52 49.212;-26 34 41.53
 288; 200164;16.703;15.886;      ;13.726; -44.87; -45.06;4985;-1.127; 0.135;      ; 9.999; ;-0.150; 0.043;00 52 31.845;-26 36 15.13
 288; 200168;16.702;15.901;      ;13.671;       ; -41.61;4989;-1.134; 0.091; 0.291; 9.999;<; 0.310; 0.259;00 52 59.217;-26 34 19.24
 288; 200170;16.721;15.906;      ;13.715; -44.82;       ;4990;-1.260; 0.149;      ; 9.999; ; 0.430; 0.099;00 52 34.580;-26 31 55.70
 288; 200178;16.728;15.928;      ;13.698; -47.24; -47.58;4996;-1.238; 0.127; 0.310; 9.999; ; 0.304; 0.133;00 53 04.596;-26 37 29.15
 288; 200182;16.740;15.937;      ;13.766;       ; -44.34;4999;-1.179; 0.160; 0.097; 9.999; ; 0.182; 9.999;00 52 40.295;-26 36 19.22
 288; 200186;16.772;15.944;      ;13.749;       ; -44.26;5001;-1.224; 0.146; 0.086; 9.999; ; 0.202; 9.999;00 52 35.293;-26 31 37.56
 288; 200193;16.773;15.985;      ;13.778;       ; -49.15;5012;-1.223; 0.141;      ; 9.999; ; 0.472; 0.126;00 52 39.148;-26 34 23.94
 288; 200196;16.803;15.989;      ;13.752; -43.28;       ;5013;-1.175; 0.113;      ; 9.999; ; 0.080; 0.104;00 52 36.439;-26 32 50.30
 288; 200198;16.827;16.008;      ;13.946; -42.87; -43.55;5018;-1.206; 0.157;-0.017; 9.999;<; 0.654; 0.083;00 52 37.051;-26 31 21.14
 288; 200199;16.798;16.021;      ;13.896; -44.86; -44.89;5022;-1.233; 0.125; 0.040; 9.999;<; 0.198; 0.076;00 52 47.229;-26 35 19.35
 288; 200202;16.860;16.030;      ;13.817;       ; -46.86;5024;-1.200; 0.090; 0.343; 9.999; ;-0.188; 9.999;00 52 46.768;-26 38 05.10
 288; 200204;16.848;16.045;      ;13.987; -45.00; -44.51;5028;-1.290; 0.181; 0.364; 9.999; ; 0.369; 0.081;00 53 03.127;-26 27 49.25
 288; 200210;16.897;16.089;      ;13.922;       ; -44.49;5040;-1.337; 0.147; 0.074; 9.999; ; 0.716; 9.999;00 52 45.406;-26 32 55.92
 288; 200211;16.876;16.096;      ;14.006; -43.88; -43.77;5042;-1.196; 0.133; 0.028; 9.999;<; 0.614; 0.089;00 52 54.635;-26 37 50.69
 288; 200212;16.890;16.095;      ;13.948; -43.40;       ;5042;-1.220; 0.071;      ; 9.999; ; 0.225; 0.110;00 52 54.304;-26 33 53.78
 288; 200214;16.894;16.097;      ;13.972;       ; -44.06;5043;-1.294; 0.092; 0.414; 9.999; ; 0.119; 9.999;00 52 36.038;-26 33 50.37
 288; 200217;16.908;16.112;      ;14.005; -46.09; -46.72;5047;-1.212; 0.112; 0.470; 9.999; ; 0.170; 0.148;00 52 41.931;-26 37 52.09
 288; 200222;16.908;16.126;      ;13.999; -40.54;       ;5050;-1.250; 0.117;      ; 9.999; ; 0.103; 0.035;00 52 44.779;-26 32 57.56
 288; 200226;16.949;16.160;      ;13.946; -43.98;       ;5060;-1.158; 0.188;      ; 9.999; ; 0.191; 0.084;00 52 40.545;-26 33 18.82
 288; 200228;16.968;16.173;      ;13.920; -38.42;       ;5063;-1.163; 0.060;      ; 9.999; ;-0.016; 0.050;00 53 02.355;-26 35 25.76
 288; 200231;16.955;16.179;      ;14.172; -47.02;       ;5065;-1.190; 0.164;      ; 9.999; ;-0.017; 0.047;00 53 06.114;-26 35 13.23
 288; 200237;17.004;16.197;      ;14.075; -43.10; -43.43;5070;-1.196; 0.180; 0.197; 9.999; ; 0.288; 0.065;00 52 31.717;-26 31 56.49
 288; 200238;17.010;16.198;      ;14.210; -45.99; -46.00;5070;-1.197; 0.141;      ; 9.999; ; 0.537; 0.077;00 52 42.254;-26 33 46.37
 288; 200239;16.967;16.208;      ;13.998; -47.69;       ;5073;-1.240; 0.080;      ; 9.999; ; 0.017; 0.088;00 52 47.488;-26 36 01.48
 288; 200245;17.034;16.245;      ;14.068; -41.56;       ;5083;-1.145; 0.085;      ; 9.999; ; 0.326; 0.058;00 52 35.962;-26 31 43.13
 288; 200249;17.058;16.255;      ;14.065;       ;  47.65;5086;-1.235; 0.091; 0.424; 9.999; ; 0.164; 9.999;00 52 34.240;-26 37 30.51
 288; 200253;17.039;16.280;      ;14.041; -33.35; -33.48;5093;-1.195; 0.162;      ; 9.999; ; 0.102; 0.153;00 52 37.178;-26 36 25.89
 288; 200255;17.071;16.293;      ;14.121;       ; -34.74;5096;-1.215; 0.132;      ; 9.999; ;      ; 9.999;00 52 38.840;-26 34 45.30
 288; 200260;17.128;16.320;      ;14.105; -45.22;       ;5103;-1.188; 0.169;      ; 9.999; ;-0.002; 0.043;00 52 41.448;-26 34 40.69
 288; 200261;17.101;16.325;      ;14.282; -50.27; -49.47;5105;-1.249; 0.156;      ; 9.999; ;-0.114; 0.087;00 53 00.651;-26 30 21.99
 288; 200263;17.125;16.336;      ;14.216;       ; -45.54;5108;-1.301; 0.051; 0.644; 9.999;<; 0.100; 9.999;00 52 46.429;-26 32 52.87
 288; 200269;17.174;16.397;      ;14.218; -45.94;       ;5124;-1.172; 0.090;      ; 9.999; ;-0.042; 0.041;00 53 04.715;-26 35 05.27
 288; 200274;17.208;16.428;      ;14.298; -44.07;       ;5133;-1.234; 0.165;      ; 9.999; ; 0.012; 0.174;00 52 46.212;-26 36 29.05
 288; 200276;17.218;16.436;      ;14.291; -41.89;       ;5135;-1.166; 0.106;      ; 9.999; ; 0.386; 0.040;00 52 41.100;-26 34 09.80
 288; 200279;17.208;16.458;      ;14.450; -46.83;       ;5141;-1.190; 0.068;      ; 9.999; ; 0.325; 0.019;00 52 42.960;-26 35 19.89
 288; 200281;17.239;16.457;      ;14.484; -45.91; -46.53;5141;-1.195; 0.136; 0.404; 9.999;<;-0.187; 0.143;00 52 43.524;-26 31 43.05
 288; 200287;17.269;16.497;      ;14.526; -35.16;       ;5152;-1.195; 0.087;      ; 9.999; ; 0.017; 0.056;00 52 39.570;-26 37 33.16
 288; 300004;16.094;15.166;      ;12.816; -44.24; -44.42;4788;-1.231; 0.196;-0.655; 9.999;<; 0.674; 0.112;00 52 15.474;-26 41 03.85
 288; 300007;16.327;15.465;      ;13.158;       ; -44.02;4870;-1.192; 0.105;-0.229; 9.999; ; 0.720; 0.036;00 52 16.352;-26 33 42.48
 288; 300008;16.353;15.502;      ;13.150; -45.02; -45.28;4880;-1.236; 0.114;-0.045; 9.999;<; 0.541; 0.028;00 52 25.478;-26 39 47.44
 288; 300009;16.505;15.669;      ;13.360; -45.41; -45.46;4926;-1.158; 0.116; 0.355; 9.999; ;-0.135; 0.058;00 52 12.388;-26 35 22.29
 288; 300015;16.758;15.924;      ;13.762; -45.43; -45.70;4995;-1.242; 0.125; 0.008; 9.999; ; 0.060; 0.157;00 52 23.319;-26 35 00.69
 288; 300017;16.837;16.032;      ;13.864; -43.58; -44.22;5025;-1.227; 0.137; 0.246; 9.999;<; 0.291; 0.062;00 52 18.455;-26 31 57.83
 288; 600006;16.719;15.922;      ;13.656; -43.91; -43.88;4995;-1.224; 0.135; 0.155; 9.999; ;-0.084; 0.048;00 52 21.304;-26 46 15.42
1904;     27;14.655;13.205;      ; 9.818; 209.05; 209.34;4014;-1.481; 0.102; 0.211; 0.006; ; 0.519; 0.080;05 24 09.010;-24 31 15.50
1904;     28;14.661;13.274;      ; 9.881; 208.96; 208.03;4039;-1.528; 0.118; 0.364; 0.011; ; 0.271; 0.086;05 24 09.610;-24 30 26.50
1904;     29;14.662;13.307;      ; 9.989;       ; 207.70;4052;-1.562; 0.083; 0.240; 0.016; ; 0.328; 0.076;05 24 09.570;-24 29 51.40
1904;     33;14.701;13.388;      ;10.240; 211.97; 211.23;4081;-1.522; 0.136; 0.201; 0.066; ; 0.288; 0.075;05 24 11.100;-24 30 18.40
1904;     39;14.740;13.491;      ;10.257; 208.56;       ;4119;-1.530; 0.153;      ; 9.999; ; 0.227; 0.006;05 24 09.390;-24 33 30.10
1904;     42;14.808;13.635;      ;10.717; 211.14; 211.15;4170;-1.607; 0.098; 0.125; 0.149; ; 0.486; 0.105;05 24 18.040;-24 30 14.80
1904;     75;15.158;14.044;      ;11.197; 196.14; 195.92;4310;-1.545; 0.108;-0.372; 9.999;<; 0.682; 0.079;05 24 14.120;-24 31 07.90
1904;     82;15.219;14.123;      ;11.316; 209.73; 208.90;4335;-1.546; 0.134; 0.015; 0.145; ; 0.475; 0.092;05 24 23.710;-24 30 18.90
1904;    119;15.525;14.558;      ;11.878; 207.92; 209.53;4472;-1.541; 0.079;-0.191; 0.031; ; 0.758; 0.092;05 24 09.990;-24 32 24.40
1904;    139;15.633;14.599;      ;11.858; 205.64;       ;4484;-1.487; 0.076;      ; 9.999; ; 0.438; 0.085;05 24 09.590;-24 31 48.40
1904;    145;15.675;14.687;      ;12.051; 202.54;       ;4510;-1.586; 0.042;      ; 9.999; ; 0.744; 0.137;05 24 08.030;-24 31 06.70
1904;    175;15.869;14.898;      ;12.421;       ; 206.84;4571;-1.563; 0.104;-0.387; 0.043; ; 0.599; 0.016;05 24 09.840;-24 31 53.40
1904;    189;15.967;15.036;      ;12.563; 204.97;       ;4609;-1.515; 0.069;      ; 9.999; ;-0.025; 0.129;05 24 15.810;-24 29 52.60
1904;    215;16.118;15.201;      ;12.660; 211.41; 210.52;4654;-1.497; 0.116; 0.210; 0.099; ; 0.037; 0.079;05 24 04.940;-24 31 26.60
1904;    234;16.250;15.364;      ;13.046; 204.69; 201.59;4697;-1.560; 0.099;-0.134; 9.999;<; 0.673; 0.043;05 24 07.590;-24 29 04.90
1904;    241;16.277;15.376;      ;12.972; 203.07; 202.68;4700;-1.505; 0.074;-0.139; 0.007;<; 0.649; 0.059;05 24 19.550;-24 33 01.30
1904;    248;16.315;15.438;      ;13.120; 207.35; 206.02;4715;-1.590; 0.079; 0.152; 9.999; ; 0.079; 0.077;05 24 19.420;-24 27 34.00
1904;    278;16.460;15.571;      ;13.214; 205.01; 204.24;4749;-1.596; 0.095; 0.356; 0.051; ; 0.035; 0.118;05 24 05.030;-24 29 44.40
1904;    292;16.507;15.671;      ;13.438; 201.56; 200.94;4773;-1.594; 0.103;-0.277; 0.063; ; 0.507; 0.116;05 24 12.740;-24 30 40.60
1904;    347;16.622;15.771;      ;13.379; 205.66; 205.00;4797;-1.534; 0.179;-0.249; 9.999;<; 0.414; 0.158;05 24 05.970;-24 31 31.40
