#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-04-08T07:26:35 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ516270c82505	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/465/815&tab:{J/A+A/465/815/tablea}&key:source=J/A+A/465/815/tablea&HTTPPRM:&-ref=VIZ516270c82505&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-source=J/A+A/465/815/tablea
#-order=I
#-out=Star
#-out=Ion
#-out=Lambda
#-out=loggf
#-out=r_loggf
#-out=EW
#-out=Abund
#

#RESOURCE=yCat_34650815
#Name: J/A+A/465/815
#Title: Abundances of Sgr dSph stars (Sbordone+, 2007)
#Table	J_A_A_465_815_tablea:
#Name: J/A+A/465/815/tablea
#Title: Equivalent widths and abundances
#Column	Star	(I4)	Star number (G1)	[ucd=meta.id;meta.main]
#Column	Ion	(A4)	Ion name	[ucd=phys.atmol.ionStage]
#Column	Lambda	(F8.4)	Line laboratory wavelength (2)	[ucd=em.wl;spect.line]
#Column	loggf	(F6.3)	line oscillator strength	[ucd=spect.line.intensity]
#Column	r_loggf	(A4)	References for employed loggf	[ucd=meta.ref;pos.frame]
#Column	EW	(F5.2)	? Equivalent width (3)	[ucd=spect.line.eqWidth]
#Column	Abund	(F5.2)	? Abundance	[ucd=phys.abund]
Star;Ion;Lambda;loggf;r_loggf;EW;Abund
1515;FeII;525.6937;-4.250;K88 ;     ;
1515;FeII;526.4812;-3.190;FMW ; 4.56; 6.90
1515;FeII;599.1376;-3.557;K88 ;     ;
1515;FeII;608.4111;-3.808;K88 ;     ;
1515;FeII;614.9258;-2.724;K88 ; 2.75; 6.79
1515;FeII;624.7557;-2.329;K88 ;     ;
1515;FeII;636.9462;-4.253;K88 ;     ;
1515;FeII;643.2680;-3.500;H92 ;     ;
1515;FeII;645.6383;-2.075;K88 ;     ;
1515;FeII;651.6080;-3.380;H92 ;     ;
1515;CoI ;533.1700;-6.473;K88 ; 0.02; 4.32
1515;CoI ;553.0700;-2.060;FMW ; 0.02; 4.27
1515;CoI ;609.3400;-4.568;K88 ; 0.02; 4.15
1515;NiI ;493.5830;-0.350;FMW ;     ;
1515;NiI ;585.7746;-0.636;K88 ; 4.47; 5.60
1515;NiI ;600.7306;-3.330;FMW ;     ;
1515;NiI ;608.6276;-0.530;FMW ;     ;
1515;NiI ;611.1065;-0.870;FMW ;     ;
1515;NiI ;612.8963;-3.330;FMW ; 6.28; 5.44
1515;NiI ;613.0130;-0.960;FMW ; 2.25; 5.55
1515;NiI ;617.5360;-0.530;FMW ; 5.35; 5.55
1515;NiI ;617.6807;-0.260;LW  ; 6.77; 5.56
1515;NiI ;617.7236;-3.500;FMW ; 4.96; 5.57
1515;NiI ;618.6708;-0.960;FMW ;     ;
1515;NiI ;620.4600;-1.100;LW  ;     ;
1515;NiI ;632.7592;-3.150;FMW ;     ;
1515;NiI ;648.2796;-2.630;FMW ;     ;
1515;NiI ;658.6307;-2.810;FMW ;     ;
1515;NiI ;659.8592;-0.980;FMW ;     ;
1515;NiI ;677.2313;-0.980;FMW ;     ;
1515;NiI ;700.1534;-3.660;FMW ;     ;
1515;NiI ;706.2951;-3.500;FMW ;     ;
1515;NiI ;778.8936;-2.420;FMW ;     ;
1515;CuI ;510.5500;-1.516;BIEL; 0.02; 3.22
1515;ZnI ;481.0528;-0.170;BG  ; 6.94; 3.81
1515;YII ;488.3683; 0.070;HL  ; 9.58; 1.64
1515;YII ;498.2130;-1.290;HL  ; 4.81; 1.79
1515;YII ;508.7417;-0.170;HL  ; 8.51; 1.57
1515;YII ;511.9113;-1.360;HL  ; 3.06; 1.44
1515;YII ;679.5413;-1.190;CC  ;     ;
1515;BaI ;649.6897;-0.377;NBS ;18.53; 2.09
1515;LaII;480.4039;-1.500;LA  ; 4.39; 1.22
1515;LaII;511.4558;-1.030;LA  ;     ;
1515;LaII;632.0377;-1.610;ABH ; 3.71; 1.00
1515;LaII;639.0477;-1.410;LA  ; 3.78; 1.00
1515;CeII;518.7457; 0.130;H   ; 4.84; 1.62
1515;CeII;533.0556;-0.360;H   ; 3.59; 1.40
1515;NdII;491.4382;-0.700;HA  ; 6.15; 1.44
1515;NdII;496.1387;-0.710;MC' ; 5.83; 1.69
1515;NdII;498.9950;-0.500;MC' ; 7.26; 1.82
1515;NdII;499.8540;-1.100;MC' ; 3.20; 1.31
1515;NdII;508.9832;-1.160;MC' ; 4.77; 1.35
1515;NdII;543.1515;-0.470;HA  ; 2.19; 1.23
1515;NdII;548.5097;-1.640;HA  ;     ;
1665;OI  ;630.0304;-9.717;STZ ; 0.01; 8.20
1665;NaI ;498.2814;-0.950;KP  ;     ;
1665;NaI ;615.4227;-1.560;KP  ; 4.87; 5.22
1665;NaI ;616.0747;-1.260;KP  ; 8.02; 5.36
1665;MgI ;552.8405;-0.522;GC  ;     ;
1665;MgI ;571.1087;-1.729;GC  ;     ;
1665;MgI ;631.8716;-1.945;GC  ;     ;
1665;MgI ;631.9237;-2.165;GC  ; 3.54; 6.92
1665;MgI ;738.7689;-1.020;KP  ; 4.81; 6.82
1665;MgI ;871.7825;-0.772;GC  ; 6.41; 7.10
1665;MgI ;892.3568;-1.659;GC  ;     ;
1665;AlI ;669.6022;-1.347;NBS ; 5.98; 5.45
1665;AlI ;669.8673;-1.647;NBS ; 3.67; 5.40
1665;SiI ;594.8541;-1.230;GARZ;     ;
1665;SiI ;612.5021;-1.540;ED  ;     ;
1665;SiI ;613.1852;-1.140;KP  ; 3.68; 7.02
1665;SiI ;614.2482;-1.480;ED  ; 1.97; 6.92
1665;SiI ;614.5015;-1.430;ED  ; 2.17; 6.93
1665;SiI ;615.5134;-0.770;ED  ; 5.60; 7.06
1665;SiI ;703.4902;-0.880;GARZ;     ;
1665;SiI ;725.0627;-1.042;SG  ; 3.45; 6.90
1665;SiI ;727.5292;-1.003;SG  ; 4.79; 7.14
1665;SiI ;728.9176;-0.197;SG  ; 7.36; 6.81
1665;SiI ;793.2349;-0.470;GARZ;     ;
1665;SiI ;874.2446;-0.630;KP  ; 5.51; 7.21
1665;SI  ;921.2863; 0.420;NBS ; 0.01; 6.62
1665;SI  ;922.8093; 0.260;NBS ; 0.01; 6.62
1665;SI  ;923.7538; 0.040;NBS ; 0.01; 6.62
1665;CaI ;551.2980;-0.447;SR  ;     ;
1665;CaI ;585.7451; 0.240;SR  ;     ;
1665;CaI ;586.7562;-1.490;GC  ;     ;
1665;CaI ;616.1296;-1.266;SR  ;     ;
1665;CaI ;616.6438;-1.142;SR  ;13.90; 5.90
1665;CaI ;616.9042;-0.797;SR  ;15.87; 5.93
1665;CaI ;643.9075; 0.390;SR  ;     ;
1665;CaI ;645.5597;-1.290;SR  ;11.94; 5.63
1665;CaI ;649.3781;-0.109;SR  ;19.39; 5.71
1665;CaI ;649.9650;-0.818;SR  ;15.41; 5.77
1665;ScII;552.6790; 0.130;MFW ;     ;
1665;ScII;624.5637;-0.980;NBS ; 8.86; 2.34
1665;ScII;632.0852;-1.770;NBS ; 3.70; 2.26
1665;TiI ;488.5078; 0.358;MFW ;     ;
1665;TiI ;491.5229;-1.019;MFW ; 8.68; 4.45
1665;TiI ;499.7096;-2.118;MFW ;     ;
1665;TiI ;508.7058;-0.780;MFW ;     ;
1665;TiI ;586.6450;-0.840;MFW ;     ;
1665;TiI ;606.4626;-1.944;MFW ;13.38; 4.70
1665;TiI ;609.2792;-1.379;MFW ; 6.88; 4.31
1665;TiI ;612.6215;-1.425;MFW ;     ;
1665;TiI ;631.2236;-1.552;MFW ;10.52; 4.36
1665;TiI ;633.6098;-1.743;MFW ;10.38; 4.52
1665;TiI ;655.6061;-1.074;MFW ;16.40; 4.86
1665;TiI ;659.9105;-2.085;MFW ;15.41; 4.83
1665;TiI ;686.1447;-0.740;MFW ; 7.42; 4.25
1665;TiI ;718.8565;-1.760;MFW ;     ;
1665;TiI ;744.0578;-0.700;MFW ;     ;
1665;TiI ;802.4843;-1.140;MFW ;     ;
1665;TiI ;835.3161;-2.677;MFW ;14.72; 4.75
1665;TiI ;867.5372;-1.669;MFW ;     ;
1665;TiI ;868.2980;-1.941;MFW ;17.32; 4.72
1665;TiI ;869.2331;-2.295;MFW ;     ;
1665;TiI ;873.4712;-2.384;MFW ;14.40; 4.74
1665;VI  ;573.7059;-0.740;MFW ;     ;
1665;VI  ;613.5361;-0.746;MFW ;13.32; 3.50
1665;VI  ;653.1414;-0.840;MFW ;11.05; 3.36
1665;CrI ;633.0090;-2.920;MFW ;16.05; 5.24
1665;CrI ;663.0010;-3.560;MFW ;11.23; 5.05
1665;CrI ;735.5960;-0.285;MFW ;15.26; 5.22
1665;MnI ;511.7900;-1.140;MFW ;     ;
1665;FeI ;466.1535;-1.270;FMW ; 6.53; 7.07
1665;FeI ;479.4354;-4.050;FMW ; 6.25; 6.77
1665;FeI ;484.9668;-2.680;FMW ;     ;
1665;FeI ;489.2859;-1.290;FMW ;     ;
1665;FeI ;489.6439;-2.050;FMW ; 7.80; 7.16
1665;FeI ;491.8013;-1.360;FMW ; 6.77; 6.73
1665;FeI ;510.9652;-0.980;FMW ;     ;
1665;FeI ;552.5544;-1.330;FMW ;     ;
1665;FeI ;585.6087;-1.640;FMW ;     ;
1665;FeI ;585.8779;-2.260;FMW ;     ;
1665;FeI ;586.1109;-2.450;FMW ;     ;
1665;FeI ;587.7794;-2.230;FMW ;     ;
1665;FeI ;588.3817;-1.360;FMW ;     ;
1665;FeI ;595.2717;-1.440;FMW ; 8.37; 6.70
1665;FeI ;601.2210;-4.200;FMW ;     ;
1665;FeI ;601.5245;-4.680;FMW ;     ;
1665;FeI ;601.9366;-3.360;FMW ; 3.09; 7.05
1665;FeI ;602.4058;-0.120;FMW ;11.65; 6.82
1665;FeI ;602.7051;-1.210;FMW ;10.18; 6.95
1665;FeI ;605.6005;-0.460;FMW ; 8.29; 6.76
1665;FeI ;607.9008;-1.120;FMW ;     ;
1665;FeI ;609.6663;-1.930;FMW ; 7.28; 6.97
1665;FeI ;610.5128;-2.050;FMW ; 3.19; 7.11
1665;FeI ;612.0246;-5.950;FMW ;     ;
1665;FeI ;615.1616;-3.299;FMW ;     ;
1665;FeI ;615.9375;-1.970;FMW ;     ;
1665;FeI ;616.5360;-1.550;FMW ; 8.08; 6.96
1665;FeI ;618.7989;-1.720;FMW ; 8.64; 6.95
1665;FeI ;622.6734;-2.220;FMW ; 7.19; 7.09
1665;FeI ;649.6465;-0.570;FMW ;     ;
1665;FeI ;651.8366;-2.750;FMW ;13.03; 7.10
1665;FeI ;659.7559;-1.070;FMW ; 6.54; 7.10
1665;FeI ;670.3565;-3.160;FMW ;     ;
1665;FeI ;672.5356;-2.300;FMW ; 5.29; 7.11
1665;FeI ;673.9521;-4.950;FMW ;10.55; 6.91
1665;FeI ;674.6954;-4.350;FMW ; 4.84; 6.94
1665;FeI ;679.3258;-2.470;FMW ; 3.97; 7.01
1665;FeI ;684.2685;-1.320;FMW ; 6.71; 7.14
1665;FeI ;684.3655;-0.930;FMW ; 8.74; 6.99
1665;FeI ;685.7250;-2.150;FMW ;     ;
1665;FeI ;686.2492;-1.570;FMW ; 5.92; 7.13
1665;FeI ;691.6680;-1.450;FMW ;10.25; 7.20
1665;FeI ;697.6922;-1.850;FMW ; 3.71; 7.04
1665;FeI ;698.8524;-3.660;FMW ;12.04; 7.12
1665;FeI ;702.2952;-1.250;FMW ;10.62; 7.11
1665;FeI ;706.9531;-4.340;FMW ; 5.03; 6.87
1665;FeI ;721.9682;-1.690;FMW ; 9.27; 7.14
1665;FeI ;747.6375;-1.680;FMW ;     ;
1665;FeI ;749.8530;-2.250;FMW ; 5.50; 7.12
1665;FeI ;758.3787;-1.990;FMW ;15.74; 6.90
1665;FeI ;794.1087;-2.580;FMW ;10.19; 6.92
1665;FeI ;883.8427;-1.980;FMW ;     ;
1665;FeII;483.3197;-4.780;FMW ;     ;
1665;FeII;499.3358;-3.650;FMW ;     ;
1665;FeII;510.0664;-4.370;FMW ;     ;
1665;FeII;513.2669;-4.180;FMW ;     ;
1665;FeII;525.6937;-4.250;K88 ;     ;
1665;FeII;526.4812;-3.190;FMW ;     ;
1665;FeII;599.1376;-3.557;K88 ; 3.90; 7.04
1665;FeII;608.4111;-3.808;K88 ; 2.23; 6.87
1665;FeII;614.9258;-2.724;K88 ; 3.58; 7.10
1665;FeII;624.7557;-2.329;K88 ; 4.32; 6.92
1665;FeII;636.9462;-4.253;K88 ; 2.43; 7.01
1665;FeII;643.2680;-3.500;H92 ; 4.50; 7.02
1665;FeII;645.6383;-2.075;K88 ; 4.90; 6.84
1665;FeII;651.6080;-3.380;H92 ; 5.65; 7.02
1665;CoI ;533.1700;-6.473;K88 ;     ;
1665;CoI ;553.0700;-2.060;FMW ;     ;
1665;CoI ;609.3400;-4.568;K88 ; 0.02; 4.10
1665;NiI ;493.5830;-0.350;FMW ;     ;
1665;NiI ;585.7746;-0.636;K88 ;     ;
1665;NiI ;600.7306;-3.330;FMW ;     ;
1665;NiI ;608.6276;-0.530;FMW ; 4.67; 5.45
1665;NiI ;611.1065;-0.870;FMW ;     ;
1665;NiI ;612.8963;-3.330;FMW ;     ;
1665;NiI ;613.0130;-0.960;FMW ;     ;
1665;NiI ;617.5360;-0.530;FMW ; 5.34; 5.33
1665;NiI ;617.6807;-0.260;LW  ;     ;
1665;NiI ;617.7236;-3.500;FMW ; 7.39; 5.41
1665;NiI ;618.6708;-0.960;FMW ;     ;
1665;NiI ;620.4600;-1.100;LW  ; 2.84; 5.39
1665;NiI ;632.7592;-3.150;FMW ;     ;
1665;NiI ;648.2796;-2.630;FMW ;12.10; 5.51
1665;NiI ;658.6307;-2.810;FMW ;12.39; 5.76
1665;NiI ;659.8592;-0.980;FMW ;     ;
1665;NiI ;677.2313;-0.980;FMW ; 7.12; 5.47
1665;NiI ;700.1534;-3.660;FMW ;     ;
1665;NiI ;706.2951;-3.500;FMW ; 7.98; 5.61
1665;NiI ;778.8936;-2.420;FMW ;     ;
1665;CuI ;510.5500;-1.516;BIEL;     ;
1665;ZnI ;481.0528;-0.170;BG  ;     ;
1665;YII ;488.3683; 0.070;HL  ;     ;
1665;YII ;498.2130;-1.290;HL  ;     ;
1665;YII ;508.7417;-0.170;HL  ;     ;
1665;YII ;511.9113;-1.360;HL  ;     ;
1665;YII ;679.5413;-1.190;CC  ; 3.48; 1.79
1665;BaI ;649.6897;-0.377;NBS ;     ;
1665;LaII;480.4039;-1.500;LA  ;     ;
1665;LaII;511.4558;-1.030;LA  ;     ;
1665;LaII;632.0377;-1.610;ABH ; 9.46; 1.27
1665;LaII;639.0477;-1.410;LA  ; 7.31; 0.90
1665;CeII;518.7457; 0.130;H   ;     ;
1665;CeII;533.0556;-0.360;H   ;     ;
1665;NdII;491.4382;-0.700;HA  ;     ;
1665;NdII;496.1387;-0.710;MC' ;     ;
1665;NdII;498.9950;-0.500;MC' ;     ;
1665;NdII;499.8540;-1.100;MC' ;     ;
1665;NdII;508.9832;-1.160;MC' ;     ;
1665;NdII;543.1515;-0.470;HA  ;     ;
1665;NdII;548.5097;-1.640;HA  ;     ;
1708;OI  ;630.0304;-9.717;STZ ; 0.01; 8.24
1708;NaI ;498.2814;-0.950;KP  ;     ;
1708;NaI ;615.4227;-1.560;KP  ; 2.60; 5.08
1708;NaI ;616.0747;-1.260;KP  ; 4.81; 5.16
1708;MgI ;552.8405;-0.522;GC  ;     ;
1708;MgI ;571.1087;-1.729;GC  ;     ;
1708;MgI ;631.8716;-1.945;GC  ; 4.49; 6.88
1708;MgI ;631.9237;-2.165;GC  ; 3.31; 6.90
1708;MgI ;738.7689;-1.020;KP  ;     ;
1708;MgI ;871.7825;-0.772;GC  ; 4.76; 6.73
1708;MgI ;892.3568;-1.659;GC  ;     ;
1708;AlI ;669.6022;-1.347;NBS ; 4.33; 5.43
1708;AlI ;669.8673;-1.647;NBS ;     ;
1708;SiI ;594.8541;-1.230;GARZ;     ;
1708;SiI ;612.5021;-1.540;ED  ;     ;
1708;SiI ;613.1852;-1.140;KP  ;     ;
1708;SiI ;614.2482;-1.480;ED  ;     ;
1708;SiI ;614.5015;-1.430;ED  ;     ;
1708;SiI ;615.5134;-0.770;ED  ;     ;
1708;SiI ;703.4902;-0.880;GARZ; 5.05; 7.22
1708;SiI ;725.0627;-1.042;SG  ; 3.84; 6.83
1708;SiI ;727.5292;-1.003;SG  ; 3.99; 6.82
1708;SiI ;728.9176;-0.197;SG  ; 7.96; 6.71
1708;SiI ;793.2349;-0.470;GARZ; 5.67; 7.03
1708;SiI ;874.2446;-0.630;KP  ; 6.88; 7.23
1708;SI  ;921.2863; 0.420;NBS ; 0.01; 6.59
1708;SI  ;922.8093; 0.260;NBS ; 0.01; 6.59
1708;SI  ;923.7538; 0.040;NBS ; 0.01; 6.59
1708;CaI ;551.2980;-0.447;SR  ;     ;
1708;CaI ;585.7451; 0.240;SR  ;     ;
1708;CaI ;586.7562;-1.490;GC  ;     ;
1708;CaI ;616.1296;-1.266;SR  ;     ;
1708;CaI ;616.6438;-1.142;SR  ;     ;
1708;CaI ;616.9042;-0.797;SR  ;13.23; 5.68
1708;CaI ;643.9075; 0.390;SR  ;20.87; 5.64
1708;CaI ;645.5597;-1.290;SR  ;10.31; 5.63
1708;CaI ;649.3781;-0.109;SR  ;17.09; 5.57
1708;CaI ;649.9650;-0.818;SR  ;13.59; 5.70
1708;ScII;552.6790; 0.130;MFW ;     ;
1708;ScII;624.5637;-0.980;NBS ; 8.76; 2.44
1708;ScII;632.0852;-1.770;NBS ; 2.46; 2.14
1708;TiI ;488.5078; 0.358;MFW ;     ;
1708;TiI ;491.5229;-1.019;MFW ; 5.49; 4.30
1708;TiI ;499.7096;-2.118;MFW ;     ;
1708;TiI ;508.7058;-0.780;MFW ;     ;
1708;TiI ;586.6450;-0.840;MFW ;     ;
1708;TiI ;606.4626;-1.944;MFW ; 9.79; 4.53
1708;TiI ;609.2792;-1.379;MFW ; 3.81; 4.28
1708;TiI ;612.6215;-1.425;MFW ;     ;
1708;TiI ;631.2236;-1.552;MFW ; 6.76; 4.27
1708;TiI ;633.6098;-1.743;MFW ; 6.98; 4.47
1708;TiI ;655.6061;-1.074;MFW ;10.88; 4.35
1708;TiI ;659.9105;-2.085;MFW ; 9.88; 4.38
1708;TiI ;686.1447;-0.740;MFW ; 5.03; 4.31
1708;TiI ;718.8565;-1.760;MFW ; 5.73; 4.22
1708;TiI ;744.0578;-0.700;MFW ; 4.88; 4.19
1708;TiI ;802.4843;-1.140;MFW ; 7.61; 4.42
1708;TiI ;835.3161;-2.677;MFW ; 7.99; 4.42
1708;TiI ;867.5372;-1.669;MFW ;14.29; 4.49
1708;TiI ;868.2980;-1.941;MFW ;11.89; 4.46
1708;TiI ;869.2331;-2.295;MFW ;10.25; 4.61
1708;TiI ;873.4712;-2.384;MFW ; 8.18; 4.47
1708;VI  ;573.7059;-0.740;MFW ;     ;
1708;VI  ;613.5361;-0.746;MFW ; 9.12; 3.23
1708;VI  ;653.1414;-0.840;MFW ; 6.62; 3.17
1708;CrI ;633.0090;-2.920;MFW ;     ;
1708;CrI ;663.0010;-3.560;MFW ; 7.40; 4.95
1708;CrI ;735.5960;-0.285;MFW ;13.02; 5.12
1708;MnI ;511.7900;-1.140;MFW ;     ;
1708;FeI ;466.1535;-1.270;FMW ;     ;
1708;FeI ;479.4354;-4.050;FMW ;     ;
1708;FeI ;484.9668;-2.680;FMW ;     ;
1708;FeI ;489.2859;-1.290;FMW ;     ;
1708;FeI ;489.6439;-2.050;FMW ;     ;
1708;FeI ;491.8013;-1.360;FMW ;     ;
1708;FeI ;510.9652;-0.980;FMW ;     ;
1708;FeI ;552.5544;-1.330;FMW ;     ;
1708;FeI ;585.6087;-1.640;FMW ;     ;
1708;FeI ;585.8779;-2.260;FMW ;     ;
1708;FeI ;586.1109;-2.450;FMW ;     ;
1708;FeI ;587.7794;-2.230;FMW ;     ;
1708;FeI ;588.3817;-1.360;FMW ;     ;
1708;FeI ;595.2717;-1.440;FMW ; 9.59; 6.98
1708;FeI ;601.2210;-4.200;FMW ; 7.83; 6.99
1708;FeI ;601.5245;-4.680;FMW ; 3.44; 6.76
1708;FeI ;601.9366;-3.360;FMW ; 1.93; 6.92
1708;FeI ;602.4058;-0.120;FMW ;11.97; 6.86
1708;FeI ;602.7051;-1.210;FMW ; 9.66; 6.87
1708;FeI ;605.6005;-0.460;FMW ; 9.24; 6.92
1708;FeI ;607.9008;-1.120;FMW ; 7.02; 7.06
1708;FeI ;609.6663;-1.930;FMW ; 6.79; 6.94
1708;FeI ;610.5128;-2.050;FMW ; 2.38; 6.99
1708;FeI ;612.0246;-5.950;FMW ; 6.37; 6.67
1708;FeI ;615.1616;-3.299;FMW ;     ;
1708;FeI ;615.9375;-1.970;FMW ; 2.93; 7.11
1708;FeI ;616.5360;-1.550;FMW ; 7.26; 6.85
1708;FeI ;618.7989;-1.720;FMW ; 7.72; 6.83
1708;FeI ;622.6734;-2.220;FMW ; 6.31; 7.00
1708;FeI ;649.6465;-0.570;FMW ; 7.49; 6.76
1708;FeI ;651.8366;-2.750;FMW ;10.42; 6.77
1708;FeI ;659.7559;-1.070;FMW ; 5.99; 7.00
1708;FeI ;670.3565;-3.160;FMW ;     ;
1708;FeI ;672.5356;-2.300;FMW ;     ;
1708;FeI ;673.9521;-4.950;FMW ;     ;
1708;FeI ;674.6954;-4.350;FMW ; 3.52; 6.92
1708;FeI ;679.3258;-2.470;FMW ; 2.77; 6.86
1708;FeI ;684.2685;-1.320;FMW ; 6.12; 7.05
1708;FeI ;684.3655;-0.930;FMW ; 8.40; 6.93
1708;FeI ;685.7250;-2.150;FMW ; 4.10; 6.79
1708;FeI ;686.2492;-1.570;FMW ; 4.90; 6.98
1708;FeI ;691.6680;-1.450;FMW ; 8.96; 7.00
1708;FeI ;697.6922;-1.850;FMW ; 2.72; 6.89
1708;FeI ;698.8524;-3.660;FMW ;10.40; 7.02
1708;FeI ;702.2952;-1.250;FMW ; 8.96; 6.84
1708;FeI ;706.9531;-4.340;FMW ;     ;
1708;FeI ;721.9682;-1.690;FMW ; 8.74; 7.08
1708;FeI ;747.6375;-1.680;FMW ; 3.73; 7.17
1708;FeI ;749.8530;-2.250;FMW ; 4.23; 6.97
1708;FeI ;758.3787;-1.990;FMW ;15.71; 7.00
1708;FeI ;794.1087;-2.580;FMW ; 9.24; 6.87
1708;FeI ;883.8427;-1.980;FMW ;18.18; 6.97
1708;FeII;483.3197;-4.780;FMW ;     ;
1708;FeII;499.3358;-3.650;FMW ;     ;
1708;FeII;510.0664;-4.370;FMW ;     ;
1708;FeII;513.2669;-4.180;FMW ;     ;
1708;FeII;525.6937;-4.250;K88 ;     ;
1708;FeII;526.4812;-3.190;FMW ;     ;
1708;FeII;599.1376;-3.557;K88 ; 3.91; 6.85
1708;FeII;608.4111;-3.808;K88 ;     ;
1708;FeII;614.9258;-2.724;K88 ; 4.17; 7.00
1708;FeII;624.7557;-2.329;K88 ; 5.80; 6.98
1708;FeII;636.9462;-4.253;K88 ; 2.84; 6.97
1708;FeII;643.2680;-3.500;H92 ;     ;
1708;FeII;645.6383;-2.075;K88 ;     ;
1708;FeII;651.6080;-3.380;H92 ; 6.81; 7.02
1708;CoI ;533.1700;-6.473;K88 ;     ;
1708;CoI ;553.0700;-2.060;FMW ;     ;
1708;CoI ;609.3400;-4.568;K88 ; 0.02; 4.01
1708;NiI ;493.5830;-0.350;FMW ; 7.33; 5.40
1708;NiI ;585.7746;-0.636;K88 ;     ;
1708;NiI ;600.7306;-3.330;FMW ; 9.12; 5.54
1708;NiI ;608.6276;-0.530;FMW ; 4.83; 5.48
1708;NiI ;611.1065;-0.870;FMW ; 3.47; 5.33
1708;NiI ;612.8963;-3.330;FMW ;     ;
1708;NiI ;613.0130;-0.960;FMW ;     ;
1708;NiI ;617.5360;-0.530;FMW ; 5.93; 5.44
1708;NiI ;617.6807;-0.260;LW  ;     ;
1708;NiI ;617.7236;-3.500;FMW ;     ;
1708;NiI ;618.6708;-0.960;FMW ; 3.30; 5.41
1708;NiI ;620.4600;-1.100;LW  ; 2.83; 5.43
1708;NiI ;632.7592;-3.150;FMW ;11.26; 5.69
1708;NiI ;648.2796;-2.630;FMW ;10.99; 5.46
1708;NiI ;658.6307;-2.810;FMW ;11.33; 5.72
1708;NiI ;659.8592;-0.980;FMW ; 2.88; 5.50
1708;NiI ;677.2313;-0.980;FMW ; 7.59; 5.57
1708;NiI ;700.1534;-3.660;FMW ; 5.49; 5.55
1708;NiI ;706.2951;-3.500;FMW ; 6.18; 5.52
1708;NiI ;778.8936;-2.420;FMW ;14.92; 5.71
1708;CuI ;510.5500;-1.516;BIEL;     ;
1708;ZnI ;481.0528;-0.170;BG  ;     ;
1708;YII ;488.3683; 0.070;HL  ;     ;
1708;YII ;498.2130;-1.290;HL  ;     ;
1708;YII ;508.7417;-0.170;HL  ;     ;
1708;YII ;511.9113;-1.360;HL  ;     ;
1708;YII ;679.5413;-1.190;CC  ; 1.67; 1.47
1708;BaI ;649.6897;-0.377;NBS ;21.01; 1.90
1708;LaII;480.4039;-1.500;LA  ;     ;
1708;LaII;511.4558;-1.030;LA  ;     ;
1708;LaII;632.0377;-1.610;ABH ; 6.21; 0.98
1708;LaII;639.0477;-1.410;LA  ; 4.95; 0.78
1708;CeII;518.7457; 0.130;H   ;     ;
1708;CeII;533.0556;-0.360;H   ;     ;
1708;NdII;491.4382;-0.700;HA  ;     ;
1708;NdII;496.1387;-0.710;MC' ;     ;
1708;NdII;498.9950;-0.500;MC' ;     ;
1708;NdII;499.8540;-1.100;MC' ;     ;
1708;NdII;508.9832;-1.160;MC' ;     ;
1708;NdII;543.1515;-0.470;HA  ;     ;
1708;NdII;548.5097;-1.640;HA  ;     ;
