#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-04-23T09:16:44 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ517651004fa8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/117A&tab:{V/117A/newcat}&key:source=V/117A/newcat&HTTPPRM:&&-ref=VIZ517651004fa8&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/117A/newcat
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=UVel
#-out=VVel
#-out=WVel
#-out=RVel
#-out=e_RVel
#-out=pmRA
#-out=pmDE
#-out=e_pm
#Tycho-2=Tycho-2
#Simbad=Simbad
#

#RESOURCE=yCat_5117
#Name: V/117A
#Title: Geneva-Copenhagen Survey of Solar neighbourhood (Holmberg+, 2007)
#INFO	status=obsolete	
#    This catalogue is obsoleted by <V/130>
#
#Table	V_117A_newcat:
#Name: V/117A/newcat
#Title: Main catalogue recalibrated data (2007)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(a11)	Object name (HD,BD,CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I3)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	UVel	(I4)	? Heliocentric space velocity component U (3)	[ucd=pos.cartesian.x]
#Column	VVel	(I4)	? Heliocentric space velocity component V (3)	[ucd=pos.cartesian.y]
#Column	WVel	(I4)	? Heliocentric space velocity component W (3)	[ucd=pos.cartesian.z]
#Column	RVel	(F6.1)	? Mean radial velocity (10)	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RVel	(F5.1)	? Standard deviation of RVel measurements	[ucd=stat.error;spect.dopplerVeloc]
#Column	pmRA	(I5)	? Proper motion in right ascension (4)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I5)	? Proper motion in declination (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pm	(I2)	? Standard error of total proper motion (4)	[ucd=stat.error]
_RAJ2000;_DEJ2000;Name;RAJ2000;DEJ2000;Dist;UVel;VVel;WVel;RVel;e_RVel;pmRA;pmDE;e_pm
004.6979;-10.9492;HD 1472    ;00 18 47.5;-10 56 57;132;  10; -18;  11; -16.4;  1.2;   -2;  -26; 1
004.6750;-29.9567;HD 1474    ;00 18 42.0;-29 57 24; 60; -30; -16;  25; -29.3;  7.6;  109;   -3; 2
004.8029;+13.5769;HD 1497    ;00 19 12.7;+13 34 37; 75;  16; -31; -20;  -7.8;  0.1;   10; -111; 2
004.6921;-68.5692;HD 1506    ;00 18 46.1;-68 34 09;   ;    ;    ;    ; -26.6;  1.6;    6;    3; 2
004.8192; +0.5206;HD 1513    ;00 19 16.6;+00 31 14; 86;   3;  -1;  -2;   0.3;  1.5;   -4;   -8; 1
004.8700;-17.6786;HD 1529    ;00 19 28.8;-17 40 43; 88; -18;   9; -13;  14.4;  0.4;   32;   34; 2
004.8392;-40.1211;HD 1530    ;00 19 21.4;-40 07 16; 53;  18; -64;   8;   4.6;  9.2;   58; -258; 1
004.9017; -7.2239;HD 1539    ;00 19 36.4;-07 13 26; 46;   7; -23; -23;  12.4;  1.3;   36; -135; 2
004.9233;-30.6583;HD 1557    ;00 19 41.6;-30 39 30;209; -47;   6; -32;  25.1;  0.2;   42;   30; 2
004.7725;-77.9889;HD 1558    ;00 19 05.4;-77 59 20;240;    ;    ;    ;      ;     ;   39;   10; 2
005.0933;+68.8469;HD 1559    ;00 20 22.4;+68 50 49; 98;    ;    ;    ;      ;     ;   99;    7; 1
005.0017;+38.2272;HD 1562    ;00 20 00.4;+38 13 38; 25;  18;  10; -34;  15.1;  0.2; -142; -277; 1
005.0175;-64.8747;HD 1581    ;00 20 04.2;-64 52 29;  9; -76;  -4; -46;   9.1;  0.2; 1708; 1165; 1
004.9017;-69.1028;HD 1582    ;00 19 36.4;-69 06 10; 69;   7; -11;  -6;  13.7;  0.2;    0;  -18; 2
004.9537;-60.9119;HD 1591    ;00 19 48.9;-60 54 43; 61; -34; -20;  -9;   3.6;  0.8;  139;    7; 2
005.1288;+48.9686;HD 1601    ;00 20 30.9;+48 58 07;   ;    ;    ;    ; -12.1;  3.3;    9;   -3; 2
005.1183;+40.9219;HD 1603    ;00 20 28.4;+40 55 19;121;  23;  -7;  -1; -14.7;  0.1;  -28;  -16; 1
005.1371;+45.5089;HD 1614    ;00 20 32.9;+45 30 32;109; -21; -29;  -9; -13.1;  0.8;   64;  -18; 1
005.0771;-32.7692;HD 1620    ;00 20 18.5;-32 46 09; 52; -48; -49;   7; -12.7;  0.2;  260;  -82; 2
005.0458;-55.9939;HD 1622    ;00 20 11.0;-55 59 38; 69;  -4;  -6;  -8;   8.2;  0.1;   22;    0; 2
005.2379;+67.6672;HD 1624    ;00 20 57.1;+67 40 02; 32;   2; -14;  10; -12.2;  0.2;   27;   78; 3
005.1592;+12.3108;HD 1634    ;00 20 38.2;+12 18 39; 80;   8;   6;   3;  -0.3;  1.6;  -27;    7; 2
005.2254;+32.9778;HD 1641    ;00 20 54.1;+32 58 40; 72;   6; -11; -19;  -1.7;  0.3;    6;  -65; 3
005.2179;-19.9311;HD 1666    ;00 20 52.3;-19 55 52;111;  20; -20; -21;  17.5;  0.8;   -9;  -57; 2
005.2800;+37.9683;HD 1671    ;00 21 07.2;+37 58 06; 49; -12;  -3; -13;   8.2;     ;   58;  -39; 1
005.2246;-29.6897;HD 1674    ;00 20 53.9;-29 41 23; 79;  52;  -6;  12;  -5.7;  1.0; -116;  -84; 2
005.2237;-39.2397;HD 1683    ;00 20 53.7;-39 14 23;107;  30;  -5;  -1;   8.1;  0.9;  -46;  -36; 2
005.0704;-77.2225;HD 1686    ;00 20 16.9;-77 13 21; 52;  12;   4;  -6;   6.7;  0.6;  -48;   19; 2
005.3046; -3.3117;HD 1689    ;00 21 13.1;-03 18 42; 79; -22;  16;   3;   6.3;  0.6;   28;   64; 1
005.4242;+61.6917;HD 1697    ;00 21 41.8;+61 41 30; 54;    ;    ;    ;      ;     ;  154;  -36; 2
005.3567;+28.3261;HD 1699    ;00 21 25.6;+28 19 34; 67;    ;    ;    ;      ;     ;  -17;   22; 2
005.2300;-65.1133;HD 1706    ;00 20 55.2;-65 06 48; 99;  22; -25; -20;  36.0;  0.2;   -9;  -29; 2
005.3975;-16.2075;HD 1736    ;00 21 35.4;-16 12 27;116;  18;   2;  13; -12.1;  0.7;  -32;   -9; 2
005.3837;-34.1697;HD 1750    ;00 21 32.1;-34 10 11;   ;    ;    ;    ; -14.1;  0.2;   39;  -27; 2
005.4887;+16.8767;HD 1764    ;00 21 57.3;+16 52 36; 62;  -2; -42;   7; -31.9;  0.5;   72;  -63; 2
005.4625;-22.6428;HD 1765    ;00 21 51.0;-22 38 34;134;  36; -22;  13; -13.6;  0.3;  -35;  -56; 2
005.4683;-23.0081;HD 1766    ;00 21 52.4;-23 00 29; 75;  -6; -68;  -9;   0.5;  0.1;  113; -159; 2
005.5817;+53.6008;HD 1778    ;00 22 19.6;+53 36 03;281;  41; -19; -16; -33.4;  0.6;  -18;  -18; 2
005.5187;-26.7092;HD 1779    ;00 22 04.5;-26 42 33; 61;-112; -46;  -7;  -6.4;  1.4;  416;   54; 3
005.5983;-27.0325;HD 1815    ;00 22 23.6;-27 01 57; 27;   0; -60;  -2;  -1.5;  5.3;  235; -407; 2
005.6796; -9.6228;HD 1828    ;00 22 43.1;-09 37 22; 82; -10;  -4; -24;  21.8;  0.4;   35;  -13; 2
005.7508;+22.3750;HD 1832    ;00 23 00.2;+22 22 30; 41;  -7; -63; -17; -30.7;  0.1;  203; -221; 1
005.7154;-12.2092;HD 1835    ;00 22 51.7;-12 12 33; 20; -35; -14;   0;  -2.7;  0.3;  394;   61; 1
005.8275;+65.3522;HD 1842    ;00 23 18.6;+65 21 08;   ;    ;    ;    ;      ;     ;   40;   -3; 2
005.6942;-35.3861;HD 1854    ;00 22 46.6;-35 23 10; 44;    ;    ;    ;  21.9;  5.4;  156;   33; 2
005.7000;-39.2622;HD 1856    ;00 22 48.0;-39 15 44; 76; -25; -28; -15;  12.9;  1.4;  101;  -26; 2
005.6821;-46.2856;HD 1859    ;00 22 43.7;-46 17 08;   ;    ;    ;    ;      ;     ;  115;  -54; 2
005.6446;-73.0322;HD 1893    ;00 22 34.7;-73 01 56; 44;  20; -27; -19;  36.8;  0.3;   -8;  -46; 2
005.8025;-13.1681;HD 1898    ;00 23 12.6;-13 10 05;135;  33;   6;  -8;   7.9;  0.2;  -48;  -22; 2
005.8854;+37.4328;HD 1906    ;00 23 32.5;+37 25 58;   ;    ;    ;    ; -13.2;  0.8;   -7;  -11; 3
005.9712;+60.9614;HD 1917    ;00 23 53.1;+60 57 41; 54;    ;    ;    ;      ;     ; -119;  -96; 2
005.9087;+42.0558;HD 1919    ;00 23 38.1;+42 03 21;   ;    ;    ;    ; -29.7;  4.4;  -46;  -29; 2
005.7696;-65.1211;HD 1926    ;00 23 04.7;-65 07 16; 46;  38; -16; -21;  39.3;  6.3; -105;  -52; 2
005.9104; +2.7428;HD 1935    ;00 23 38.5;+02 44 34;228;    ;    ;    ;      ;     ;   22;   -6; 1
006.0863;+67.9428;HD 1949    ;00 24 20.7;+67 56 34;   ;    ;    ;    ;      ;     ;   -3;  -11; 2
006.0217;+44.2647;HD 1952    ;00 24 05.2;+44 15 53;145;  13;  -8;   2; -13.6;     ;  -11;   -4; 1
006.0604;+53.8222;HD 1966    ;00 24 14.5;+53 49 20; 91;  12; -47; -16; -44.0; 11.8;   35;  -49; 2
005.9979;-17.8103;HD 1980    ;00 23 59.5;-17 48 37; 63; -34;  -7;   6;  -7.3;  0.4;  107;   39; 2
005.9279;-62.4250;HD 1985    ;00 23 42.7;-62 25 30;100;-109; -15; -21; -15.3;  0.5;  218;   83; 2
006.1396;+56.9672;HD 1993    ;00 24 33.5;+56 58 02;   ;    ;    ;    ;      ;     ;   42;   -6; 2
005.8171;-76.7242;HD 2002    ;00 23 16.1;-76 43 27;114; -17;   2;   2; -10.0;  0.5;   25;    9; 2
006.0721; +1.5561;HD 2004    ;00 24 17.3;+01 33 22; 61;   0; -25; -25;  10.0;     ;   52; -106; 1
006.1596;+16.4078;HD 2021    ;00 24 38.3;+16 24 28;202; -16;  -5; -12;  10.3;  0.4;   18;   -5; 1
006.1079;-27.0267;HD 2025    ;00 24 25.9;-27 01 36; 18; -52; -22;  -9;   2.9;  0.2;  668;   84; 2
006.0496;-54.5664;HD 2029    ;00 24 11.9;-54 33 59;105;   1; -26;  19;  -7.5;     ;   21;  -60; 2
006.0842;-56.6500;HD 2039    ;00 24 20.2;-56 39 00; 96; -31; -15; -15;   8.4;  0.1;   79;   17; 2
006.2862;+48.0472;HD 2057    ;00 25 08.7;+48 02 50; 44; -52; -27;  -6;   2.9;  1.4;  282;    4; 1
006.2083;-11.7108;HD 2065    ;00 24 50.0;-11 42 39;200;  -1; -10; -21;  17.6;     ;    9;  -14; 1
006.1867;-51.0436;HD 2070    ;00 24 44.8;-51 02 37; 35; -57; -83;  -4;  13.2; 11.4;  546; -255; 1
006.1771;-53.9839;HD 2071    ;00 24 42.5;-53 59 02; 28; -21; -19;  -7;   6.5;  0.2;  210;  -28; 2
006.2092;-42.5108;HD 2081    ;00 24 50.2;-42 30 39;   ;    ;    ;    ;      ;     ;   72; -116; 1
006.2958;+16.9917;HD 2085    ;00 25 11.0;+16 59 30; 63; -13; -26; -11;  -5.5; 38.6;   85;  -59; 1
006.3454;+20.5919;HD 2095    ;00 25 22.9;+20 35 31; 88;  -2; -31;  -4; -17.7;  0.8;   43;  -45; 1
006.2558;-30.6975;HD 2098    ;00 25 01.4;-30 41 51; 51;  73; -39; -13;  22.0;  5.1; -176; -287; 2
006.2412;-62.2061;HD 2121    ;00 24 57.9;-62 12 22;123; -56; -32;   8; -12.6;  0.3;  108;  -14; 2
006.2771;-65.3989;HD 2148    ;00 25 06.5;-65 23 56;116; -15; -24;   6;   1.5;  8.1;   44;  -28; 2
006.4375;-77.2542;HD 2151    ;00 25 45.0;-77 15 15;  7; -56; -44; -30;  22.4;  0.4; 2222;  323; 1
006.4029;-19.9339;HD 2161    ;00 25 36.7;-19 56 02;105;  18; -14; -21;  19.1; 15.3;  -13;  -48; 2
006.3833;-24.9725;HD 2163    ;00 25 32.0;-24 58 21;112;  12; -21;  13; -13.9;  0.1;   -3;  -45; 2
005.1796;-87.6669;HD 2205    ;00 20 43.1;-87 40 01; 89; -50; -11; -20;  -5.6; 13.5;  120;   47; 2
006.5125; +0.4375;HD 2221    ;00 26 03.0;+00 26 15;102;  80;  -6;   4; -18.8;  4.7; -137;  -86; 1
006.6533;-14.0300;HD 2286    ;00 26 36.8;-14 01 48; 86;  26; -29;   5; -13.3;     ;  -21;  -89; 2
006.7179; +9.3197;HD 2294    ;00 26 52.3;+09 19 11;114;    ;    ;    ;      ;     ;    1;   31; 1
006.7687;+25.0419;HD 2302    ;00 27 04.5;+25 02 31; 80; -30; -23;  -8;  -1.4;  0.3;  101;  -17; 1
006.7213; -0.9294;HD 2305    ;00 26 53.1;-00 55 46; 88;  -3; -15; -10;   2.8;  0.8;   26;  -33; 1
006.7442;-23.2919;HD 2327    ;00 26 58.6;-23 17 31;194; -37;   1; -10;   8.0;  0.9;   35;   20; 2
006.8608;+26.2786;HD 2330    ;00 27 26.6;+26 16 43; 61;  -7; -27; -13;  -9.1;  0.3;   72;  -71; 2
006.7821; -7.8758;HD 2333    ;00 27 07.7;-07 52 33; 34;   5;  -1;  20; -19.6;  1.3;  -37;   18; 2
006.7717;-36.5664;HD 2338    ;00 27 05.2;-36 33 59; 55;  11;   5; -13;  13.9;  0.4;  -43;    5; 2
006.8108;-31.0369;HD 2348    ;00 27 14.6;-31 02 13;107;   7; -33; -32;  32.5;  0.1;   27;  -59; 2
006.7033;-67.7214;HD 2353    ;00 26 48.8;-67 43 17; 83; -38; -21;  -7;   2.0;  0.2;  112;    6; 2
006.8358; -8.6583;HD 2361    ;00 27 20.6;-08 39 30;102;  -3; -24; -17;   8.7;     ;   33;  -48; 2
006.8750;-31.8281;HD 2381    ;00 27 30.0;-31 49 41; 74; -24;  -5; -23;  20.2;     ;   72;   28; 2
006.9183;-16.4092;HD 2394    ;00 27 40.4;-16 24 33; 74; -66; -22; -19;  15.2;  0.1;  199;   33; 1
006.9312;-32.3872;HD 2404    ;00 27 43.5;-32 23 14; 46; -57; -54;  38; -43.1;  0.2;  333; -103; 2
006.9067;-41.3819;HD 2405    ;00 27 37.6;-41 22 55;136;    ;    ;    ;      ;     ;    1;    5; 1
006.9750;-24.8481;HD 2425    ;00 27 54.0;-24 50 53; 88; -37;  -4; -40;  37.6;  0.6;   90;   32; 4
007.0833;+10.1897;HD 2454    ;00 28 20.0;+10 11 23; 36;  13; -31; -14;  -9.5;  0.4;   36; -204; 1
007.0587;-29.0400;HD 2455    ;00 28 14.1;-29 02 24;   ;    ;    ;    ;  19.1;  3.0;  -46;  -25; 2
006.9092;-71.8825;HD 2466    ;00 27 38.2;-71 52 57;102;   6; -20; -17;  25.4;  5.7;   13;   -7; 2
007.0875;-20.3350;HD 2475    ;00 28 21.0;-20 20 06; 32;  25;  -5;  -7;   6.9;  7.6; -121; -116; 1
007.1100;-29.2847;HD 2477    ;00 28 26.4;-29 17 05; 56;  -6; -15;  29; -29.2; 33.2;   39;  -43; 2
007.0883;-45.8692;HD 2480    ;00 28 21.2;-45 52 09;   ;    ;    ;    ;  16.4;  0.3;  128; -102; 3
007.0562;-54.6225;HD 2482    ;00 28 13.5;-54 37 21;   ;    ;    ;    ;   1.0;  0.4;   46;   27; 2
007.1383;-11.2372;HD 2488    ;00 28 33.2;-11 14 14; 63; -22; -22;  14; -17.8;  0.3;   97;  -10; 2
006.7129;-83.1389;HD 2519    ;00 26 51.1;-83 08 20;105; -17; -20;  -7;  10.0;     ;   50;   -2; 3
007.3479;+40.8417;HD 2550    ;00 29 23.5;+40 50 30; 58;  20; -23;  -6; -25.1;  0.4;  -18;  -61; 1
007.3525;+26.4953;HD 2563    ;00 29 24.6;+26 29 43;   ;    ;    ;    ;      ;     ;   -4;  -19; 2
007.3796;+24.8808;HD 2564    ;00 29 31.1;+24 52 51;105;  26; -33; -18; -21.4;     ;   -9;  -80; 1
007.3171; -5.9103;HD 2567    ;00 29 16.1;-05 54 37; 56;  54; -28; -28;   9.6;  0.3; -111; -222; 2
007.4650;+38.3239;HD 2611    ;00 29 51.6;+38 19 26; 85;  39; -27; -16; -32.1;  0.5;  -47;  -84; 2
007.3950;-32.5689;HD 2615    ;00 29 34.8;-32 34 08; 76; -59;  40;  -9;   0.9;  0.3;   86;  179; 2
007.4804; -1.1175;HD 2629    ;00 29 55.3;-01 07 03; 71; -30; -45; -16;   0.3;     ;  150;  -79; 1
007.4658;-14.8639;HD 2630    ;00 29 51.8;-14 51 50; 42; -22; -20;  -7;   2.9;  4.5;  147;  -35; 2
007.5358; +4.8600;HD 2648    ;00 30 08.6;+04 51 36; 67;   0;  15; -11;  16.5;  7.4;  -19;   15; 1
007.8037;+69.7850;HD 2663    ;00 31 12.9;+69 47 06; 42; -57; -18; -17;  12.5;  0.6;  299;  -72; 2
007.7262;+64.0642;HD 2664    ;00 30 54.3;+64 03 51;   ;    ;    ;    ;      ;     ;    4;    6; 2
007.6221;+32.1767;HD 2666    ;00 30 29.3;+32 10 36;128;  -3;  -6;  -9;   1.4; 10.2;   11;  -15; 2
007.6896;+47.5297;HD 2675    ;00 30 45.5;+47 31 47; 48;   0;   0; -13;   4.1;  0.5;    5;  -56; 1
007.6658;+32.1364;HD 2688    ;00 30 39.8;+32 08 11;110;    ;    ;    ;      ;     ;   10;  -13; 2
007.6296; -0.3731;HD 2691    ;00 30 31.1;-00 22 23; 80;   0;   9; -35;  34.9;  0.1;   -5;  -25; 1
007.6112;-15.9150;HD 2694    ;00 30 26.7;-15 54 54; 81; -59; -26;  12; -14.9;  0.2;  164;   28; 2
007.6587;-18.6208;HD 2719    ;00 30 38.1;-18 37 15;101; -76; -49;   0;  -8.3;  0.3;  188;   -6; 2
007.6083;-48.2147;HD 2726    ;00 30 26.0;-48 12 53; 45; -31; -13;  59; -58.9;     ;  134;  -85; 1
007.7567;+43.3739;HD 2730    ;00 31 01.6;+43 22 26; 94;  46;  -6; -33; -15.1;  0.1;  -75;  -98; 1
007.7433;+34.0978;HD 2731    ;00 30 58.4;+34 05 52;   ;    ;    ;    ;  -5.1;  0.8;   21;   -8; 3
007.8000;-21.3511;HD 2783    ;00 31 12.0;-21 21 04;231; -20; -33;  -7;   2.4;  3.6;   31;  -17; 2
007.8342;-11.2239;HD 2795    ;00 31 20.2;-11 13 26;109; -19; -34;  -6;  -2.2;  1.9;   66;  -39; 2
007.8000;-41.8817;HD 2800    ;00 31 12.0;-41 52 54; 62;  73;   9; -17;  29.0;     ; -225;  -79; 2
007.8817; -4.2822;HD 2808    ;00 31 31.6;-04 16 56; 63;  42; -21; -23;   7.4;  0.3;  -78; -155; 2
007.9625;+18.1053;HD 2827    ;00 31 51.0;+18 06 19; 95;  -4; -39; -27;  -4.7;  0.5;   57;  -89; 2
007.9846;+28.5094;HD 2840    ;00 31 56.3;+28 30 34;   ;    ;    ;    ; -26.9;  0.1;  -18;  -25; 2
008.0904;+58.3383;HD 2851    ;00 32 21.7;+58 20 18; 88;   6;  -9;  -8; -10.0;  0.9;   -1;  -20; 6
007.9350;-53.4800;HD 2882    ;00 31 44.4;-53 28 48; 73;  -1; -19;  -9;  14.9;  0.2;   32;  -31; 2
008.0921;-24.6461;HD 2916    ;00 32 22.1;-24 38 46; 72; -41; -20;   8; -10.8;  2.2;  130;   13; 2
008.1800;+38.8436;HD 2923    ;00 32 43.2;+38 50 37;   ;    ;    ;    ;      ;     ;  -16;  -21; 2
008.2637;+50.4928;HD 2931    ;00 33 03.3;+50 29 34;   ;    ;    ;    ; -24.0;  3.8;   62;  -22; 2
008.1462;-18.1089;HD 2946    ;00 32 35.1;-18 06 32;   ;    ;    ;    ;   9.8;  0.2;   32;   15; 2
008.2471;+18.3950;HD 2953    ;00 32 59.3;+18 23 42; 88;    ;    ;    ;      ;     ;   -8;  -28; 2
008.2325;+16.1672;HD 2954    ;00 32 55.8;+16 10 02;120; -26; -11;  17; -11.6;  2.0;   47;   28; 1
008.2637;+33.8461;HD 2964    ;00 33 03.3;+33 50 46;   ;    ;    ;    ;   5.7;  2.7;   24;    8; 2
008.2083;-13.2575;HD 2966    ;00 32 50.0;-13 15 27; 74; -45; -40; -18;  10.2;  2.4;  170;  -40; 2
008.1192;-68.0072;HD 2989    ;00 32 28.6;-68 00 26; 51; -30;   2;  -6;  -8.1;  0.2;  106;   63; 2
008.0746;-70.7628;HD 2990    ;00 32 17.9;-70 45 46;162;   5;  -1;   4;  -0.4;  0.3;   -5;   -7; 3
008.3883;+45.1486;HD 2992    ;00 33 33.2;+45 08 55; 99;    ;    ;    ;      ;     ;  -30;  -34; 2
008.3746;+40.1056;HD 2993    ;00 33 29.9;+40 06 20; 60;   1;   2;   1;   1.1;  7.1;   -6;    7; 2
008.3267;+13.8406;HD 2994    ;00 33 18.4;+13 50 26; 81; -38; -13;  12;  -5.6;  0.4;   99;   41; 1
008.5375;+59.8992;HD 3039    ;00 34 09.0;+59 53 57;   ;    ;    ;    ;      ;     ;  -92;  -14; 2
008.3850;-38.1133;HD 3047    ;00 33 32.4;-38 06 48; 74; -10; -24; -49;  49.3;  4.4;   70;  -17; 2
008.6400;+62.9031;HD 3067    ;00 34 33.6;+62 54 11; 52;  12;  -5; -19; -10.4;  0.2;  -27;  -79; 3
008.6479;+62.5903;HD 3068    ;00 34 35.5;+62 35 25; 62; -13; -29;  -3; -18.7;  1.8;   89;   -3; 3
008.6596;+62.6219;BD +61 119 ;00 34 38.3;+62 37 19; 64; -14; -29;  -2; -17.8;     ;   89;   -1; 2
008.4325;-35.0019;HD 3074    ;00 33 43.8;-35 00 07; 36;  55; -70; -17;  29.3;  0.3;  -61; -497; 2
008.6237;+47.9153;HD 3079    ;00 34 29.7;+47 54 55; 47; -72; -54;  10; -12.6;  0.5;  399;   61; 2
008.5442;+31.6453;HD 3081    ;00 34 10.6;+31 38 43;118; -19; -18;   0;  -5.5;  1.2;   46;   -2; 2
008.5521;+14.5156;HD 3087    ;00 34 12.5;+14 30 56; 92;    ;    ;    ;      ;     ;   62;    7; 1
008.5346; +5.9578;HD 3089    ;00 34 08.3;+05 57 28;103; -11;   7;   7;   0.7;  0.8;   11;   29; 2
008.4704;-39.2456;HD 3092    ;00 33 52.9;-39 14 44;100; -13; -27; -14;  15.7;  0.4;   55;  -29; 2
008.6238; -4.5464;HD 3125    ;00 34 29.7;-04 32 47;   ;    ;    ;    ;   2.3;  0.4;   85;    5; 1
008.6129; -6.5039;HD 3126    ;00 34 27.1;-06 30 14; 41;    ;    ;    ;      ;     ;  -72;  -87; 2
008.7533;+42.6947;HD 3141    ;00 35 00.8;+42 41 41; 29;  22;   9;  -8;   0.0;  0.2; -168;  -71; 1
008.8071;+51.8381;HD 3149    ;00 35 13.7;+51 50 17; 44;  27; -65; -14; -65.5;  0.5;   53; -127; 2
008.6158;-52.3731;HD 3158    ;00 34 27.8;-52 22 23; 26; -16; -23; -37;  36.3;  0.5;  227;   39; 1
009.5604;+84.6747;HD 3161    ;00 38 14.5;+84 40 29; 40;  -2;  12;   1;  10.6;  0.1;  -22;  -17; 2
008.7817; +7.7231;HD 3177    ;00 35 07.6;+07 43 23; 68;  -6;  -2;  -9;   7.3;  1.6;   21;  -12; 2
008.5246;-70.9208;HD 3181    ;00 34 05.9;-70 55 15;181;   0;   3;  -1;  -1.5;  0.1;   -3;    3; 3
008.8117; -3.5928;HD 3196    ;00 35 14.8;-03 35 34; 21; -36; -19; -13;  10.7; 23.3;  416;  -23; 1
008.8688;+11.8400;HD 3213    ;00 35 28.5;+11 50 24; 86;  63; -33; -10; -28.6;  1.6;  -88; -136; 1
008.7617;-63.6950;HD 3222    ;00 35 02.8;-63 41 42; 29; -75;-116;  33;   3.5;  0.4;  885; -530; 3
008.8867; -0.5056;HD 3229    ;00 35 32.8;-00 30 20; 55; -26; -27; -20;  11.6;  0.3;  143;  -63; 1
009.1350;+69.2794;HD 3248    ;00 36 32.4;+69 16 46;106;  -6;  -3; -36;  -3.0;  0.1;   18;  -70; 2
008.9588;+16.5694;HD 3255    ;00 35 50.1;+16 34 10; 95;  41; -33; -28; -13.4;  0.3;  -36; -124; 1
009.1792;+70.5725;HD 3262    ;00 36 43.0;+70 34 21;   ;    ;    ;    ;      ;     ;   50;  -12; 2
008.9783;+13.2069;HD 3268    ;00 35 54.8;+13 12 25; 38;  41; -21;  -1; -23.3;  0.3; -131; -177; 2
008.8925;-39.7461;HD 3277    ;00 35 34.2;-39 44 46; 29;  -5; -25;  19; -14.9;  3.0;  116; -167; 2
009.0150; +7.1558;HD 3294    ;00 36 03.6;+07 09 21; 51; -11; -10;  -2;  -0.4;  0.1;   61;  -13; 2
009.0075; -5.5706;HD 3296    ;00 36 01.8;-05 34 14; 47; -33; -42; -22;  10.3;  0.2;  228; -110; 2
008.9212;-48.0008;HD 3302    ;00 35 41.1;-48 00 03; 36;   3; -21;  -4;   9.9;  0.8;   47; -101; 1
009.1392;+56.1422;HD 3304    ;00 36 33.4;+56 08 32;144;  30;  -8;   0; -21.9;  3.4;  -31;   -5; 2
009.1012; +8.8739;HD 3335    ;00 36 24.3;+08 52 26; 84;   6; -10;  -2;  -5.2;  0.5;    0;  -26; 1
009.0312;-20.7583;HD 3337    ;00 36 07.5;-20 45 30; 73;    ;    ;    ;      ;     ;   99;   19; 2
009.0500;-26.7603;HD 3338    ;00 36 12.0;-26 45 37;167;  19;   4; -11;  12.2;  1.7;  -23;   -8; 2
009.1379;+13.2728;HD 3349    ;00 36 33.1;+13 16 22; 81; -24;  -7;   0;   2.7;  0.3;   63;   15; 2
009.0183;-49.1281;HD 3359    ;00 36 04.4;-49 07 41; 43; -56; -61;   9;  -4.6; 14.7;  385; -130; 1
009.0729;-38.2939;HD 3365    ;00 36 17.5;-38 17 38; 57; -53; -41;   2;  -4.5; 60.0;  244;  -31; 2
009.1821;+27.0522;HD 3370    ;00 36 43.7;+27 03 08;130;   9;  -4;  -9;  -0.7;     ;   -8;  -21; 1
009.0033;-59.7172;HD 3375    ;00 36 00.8;-59 43 02; 63;    ;    ;    ;      ;     ;   78;  -18; 1
009.1792;-27.4192;HD 3389    ;00 36 43.0;-27 25 09;223;    ;    ;    ;      ;     ;   -6;    6; 2
009.2379; +5.4125;HD 3398    ;00 36 57.1;+05 24 45;107; -22; -11;   1;  -0.9;  3.6;   48;    7; 1
009.2133;-24.4964;HD 3403    ;00 36 51.2;-24 29 47; 65;  30; -65; -30;  26.2;  0.5;   32; -235; 2
